year,fips,state_name,race,num_stu_total,num_stu_9_10,num_stu_11,num_stu_12,num_stu_pub_total,num_stu_pub_9_10,num_stu_pub_11,num_stu_pub_12,num_grad_ap,num_grad_pass_ap,ap_mandate,ap_funding
2010,5,Arkansas,Total,20639,3423,8278,7938,20020,3334,8022,7681,10635,3623,1,1
2010,5,Arkansas,White,14636,2428,5987,5800,14144,2361,5783,5589,,,1,1
2011,5,Arkansas,Asian,762,163,280,302,709,157,260,277,,,1,1
2011,5,Arkansas,Black,3106,502,1281,1201,3067,494,1262,1190,,,1,1
2011,5,Arkansas,Hispanic,1466,219,570,619,1450,217,565,610,,,1,1
2011,5,Arkansas,Total,22023,3475,9019,8586,21281,3342,8745,8279,11326,3827,1,1
2011,5,Arkansas,White,15578,2405,6569,6123,14980,2297,6351,5874,,,1,1
2012,5,Arkansas,Asian,796,201,293,296,739,192,268,275,,,1,1
2012,5,Arkansas,Black,3102,547,1259,1229,3070,541,1249,1213,,,1,1
2012,5,Arkansas,Hispanic,1713,291,704,688,1696,289,697,680,,,1,1
2012,5,Arkansas,Total,23655,4090,9834,9240,22857,3928,9525,8928,12175,4227,1,1
2012,5,Arkansas,White,16740,2863,7068,6579,16093,2725,6817,6329,,,1,1
2013,5,Arkansas,Asian,926,238,346,328,876,234,326,303,,,1,1
2013,5,Arkansas,Black,3316,586,1408,1251,3283,577,1395,1240,,,1,1
2013,5,Arkansas,Hispanic,2048,373,800,824,2029,370,796,813,,,1,1
2013,5,Arkansas,Total,25140,4352,10675,9558,24364,4215,10357,9248,12670,4390,1,1
2013,5,Arkansas,White,17678,2964,7690,6779,17038,2850,7421,6530,,,1,1
2014,5,Arkansas,Asian,980,213,395,353,931,204,383,326,,,1,1
2014,5,Arkansas,Black,3554,692,1400,1367,3521,689,1387,1350,,,1,1
2014,5,Arkansas,Hispanic,2271,382,975,855,2249,378,960,852,,,1,1
2014,5,Arkansas,Total,26265,4508,11031,10070,25551,4385,10764,9753,13455,4682,1,1
2014,5,Arkansas,White,18339,3014,7820,7134,17753,2915,7601,6872,,,1,1
2015,5,Arkansas,Asian,1053,257,360,406,1009,252,340,387,,,1,1
2015,5,Arkansas,Black,3492,585,1498,1299,3451,567,1490,1284,,,1,1
2015,5,Arkansas,Hispanic,2332,430,892,933,2310,428,881,924,,,1,1
2015,5,Arkansas,Total,26500,4630,10894,10152,25812,4499,10594,9906,14412,5037,1,1
2015,5,Arkansas,White,17936,3005,7488,7035,17391,2905,7246,6840,,,1,1
2016,5,Arkansas,Asian,935,294,293,344,889,287,278,320,,,1,1
2016,5,Arkansas,Black,3552,607,1443,1427,3515,600,1421,1419,,,1,1
2016,5,Arkansas,Hispanic,3008,611,1238,1110,2969,604,1218,1099,,,1,1
2016,5,Arkansas,Total,27444,5600,11211,10138,26736,5446,10931,9871,13905,5026,1,1
2016,5,Arkansas,White,17938,3667,7428,6630,17389,3542,7222,6416,,,1,1
2017,5,Arkansas,Asian,938,278,347,298,878,259,328,277,,,1,1
2017,5,Arkansas,Black,3685,680,1526,1404,3639,672,1509,1384,,,1,1
2017,5,Arkansas,Hispanic,3325,747,1253,1256,3275,737,1223,1247,,,1,1
2017,5,Arkansas,Total,27990,5654,11555,10281,27180,5455,11230,10003,13851,5215,1,1
2017,5,Arkansas,White,18007,3532,7562,6681,17386,3378,7319,6461,,,1,1
2018,5,Arkansas,Asian,1023,307,356,351,955,295,323,329,,,1,1
2018,5,Arkansas,Black,3441,648,1402,1296,3383,634,1381,1273,,,1,1
2018,5,Arkansas,Hispanic,3488,841,1348,1226,3427,825,1330,1199,,,1,1
2018,5,Arkansas,Total,27794,6156,11154,9894,26767,5913,10742,9550,14420,5395,1,1
2018,5,Arkansas,White,17582,3813,7177,6344,16804,3628,6865,6085,,,1,1
2019,5,Arkansas,Asian,1049,367,343,333,979,343,329,301,,,1,1
2019,5,Arkansas,Black,3380,616,1442,1261,3311,594,1415,1242,,,1,1
2019,5,Arkansas,Hispanic,3734,870,1544,1232,3660,852,1510,1212,,,1,1
2019,5,Arkansas,Total,27724,6168,11490,9523,26643,5879,11086,9146,13961,5418,1,1
2019,5,Arkansas,White,17464,3823,7369,6039,16654,3616,7065,5747,,,1,1
2000,6,California,Total,,,,,,,,,68648,46495,0,0
2001,6,California,Asian,36456,5066,14383,16452,32383,4540,12820,14534,,,0,0
2001,6,California,Black,4225,391,1784,1926,3608,326,1530,1640,,,0,0
2001,6,California,Hispanic,24851,3765,10129,10255,22674,3525,9231,9300,,,0,0
2001,6,California,Total,146922,20383,58354,64577,125337,17672,49968,54657,71898,50018,0,0
2001,6,California,White,58263,7748,22820,26483,47369,6364,18707,21328,,,0,0
2002,6,California,Asian,39882,5681,15871,17755,35515,5093,14180,15721,,,0,0
2002,6,California,Black,4806,487,2032,2179,4135,418,1777,1844,,,0,0
2002,6,California,Hispanic,28515,4513,11905,11350,26296,4224,10998,10431,,,0,0
2002,6,California,Total,163581,24095,65898,69735,140310,20981,56822,59186,78638,53816,0,0
2002,6,California,White,64643,9213,25889,28294,52693,7613,21316,22733,,,0,0
2003,6,California,Asian,42891,6806,16555,18702,38213,6166,14784,16527,,,0,0
2003,6,California,Black,5334,626,2173,2361,4626,537,1910,2024,,,0,0
2003,6,California,Hispanic,31947,5150,13080,12535,29440,4841,12094,11464,,,0,0
2003,6,California,Total,176715,27452,69636,73901,151759,24146,59984,62677,86303,58907,0,0
2003,6,California,White,69153,10213,26959,29994,56501,8588,22093,24167,,,0,0
2004,6,California,Asian,45995,8262,17709,18669,41020,7528,15888,16367,,,0,0
2004,6,California,Black,5934,781,2441,2411,5162,697,2155,2034,,,0,0
2004,6,California,Hispanic,35569,6149,14266,13218,32913,5803,13226,12124,,,0,0
2004,6,California,Total,191593,32244,74986,75671,165111,28641,64870,63994,90371,64231,0,0
2004,6,California,White,72344,11391,27939,30160,59101,9611,22909,24203,,,0,0
2005,6,California,Asian,51522,9332,20621,20366,46181,8503,18542,18039,,,0,0
2005,6,California,Black,6646,930,2690,2779,5767,814,2340,2389,,,0,0
2005,6,California,Hispanic,39199,6917,15960,14541,36153,6484,14762,13310,,,0,0
2005,6,California,Total,211171,36868,83926,82311,182610,32633,72889,70136,103580,69978,0,0
2005,6,California,White,77582,13084,30326,31828,63550,11024,24946,25692,,,0,0
2006,6,California,Asian,54395,10136,20946,22022,49208,9388,19003,19659,,,0,0
2006,6,California,Black,7196,1077,2968,2871,6384,996,2671,2485,,,0,0
2006,6,California,Hispanic,55923,10855,22461,20022,51611,10289,20771,18219,,,0,0
2006,6,California,Total,223619,41104,86422,84727,194940,37091,75436,72441,106040,71030,0,0
2006,6,California,White,80209,14611,31208,31874,65840,12616,25536,25661,,,0,0
2007,6,California,Asian,58425,11412,22479,23241,52894,10542,20528,20670,,,0,0
2007,6,California,Black,7673,1150,3139,3106,6663,1045,2748,2635,,,0,0
2007,6,California,Hispanic,62135,11566,26043,21778,57320,10975,24063,19793,,,0,0
2007,6,California,Total,237559,43882,94365,89903,206876,39523,82706,76583,110253,72097,0,0
2007,6,California,White,84846,15218,33477,33652,69573,13026,27690,26900,,,0,0
2008,6,California,Asian,62200,12723,23932,24444,56269,11689,21731,21867,,,0,0
2008,6,California,Black,7997,1218,3269,3251,6989,1103,2887,2775,,,0,0
2008,6,California,Hispanic,68201,12141,27995,25473,63040,11453,25955,23301,,,0,0
2008,6,California,Total,250168,46526,97971,97163,218376,41703,85998,83344,119338,78342,0,0
2008,6,California,White,87587,15980,33572,35813,71871,13676,27698,28779,,,0,0
2009,6,California,Asian,66430,14248,25347,25542,60097,13141,22974,22809,,,0,0
2009,6,California,Black,8515,1322,3486,3431,7499,1211,3080,2966,,,0,0
2009,6,California,Hispanic,75357,13453,30665,28481,70118,12769,28561,26283,,,0,0
2009,6,California,Total,264225,51014,102869,100916,231632,45946,90437,87019,124076,80710,0,0
2009,6,California,White,88010,17012,33933,34840,72258,14533,27969,27993,,,0,0
2010,6,California,Asian,70111,15641,26363,26799,63162,14265,23800,23902,,,0,0
2010,6,California,Black,9067,1501,3622,3601,7952,1368,3218,3061,,,0,0
2010,6,California,Hispanic,81621,14717,33221,30819,76021,13920,31048,28421,,,0,0
2010,6,California,Total,280770,54814,108170,105912,246257,49217,95145,91258,131123,85890,0,0
2010,6,California,White,89699,17232,34747,35568,73380,14656,28477,28511,,,0,0
2011,6,California,Asian,75037,17123,28116,28410,67611,15735,25340,25281,,,0,0
2011,6,California,Black,9579,1701,3922,3629,8420,1537,3485,3106,,,0,0
2011,6,California,Hispanic,91452,17409,36825,33960,85362,16497,34328,31528,,,0,0
2011,6,California,Total,299829,62028,115476,112437,263582,55877,101801,97226,136787,90409,0,0
2011,6,California,White,93583,19119,35350,36666,76843,16359,29115,29423,,,0,0
2012,6,California,Asian,79207,18813,29528,30107,71494,17329,26716,26784,,,0,0
2012,6,California,Black,10236,1869,4126,4089,9009,1708,3626,3543,,,0,0
2012,6,California,Hispanic,100207,20136,40824,37797,93967,19202,38347,35113,,,0,0
2012,6,California,Total,320481,69123,125438,120560,283051,62589,111086,104719,144801,95695,0,0
2012,6,California,White,97089,20554,38126,37364,80142,17604,31611,30106,,,0,0
2013,6,California,Asian,85757,20541,32190,31713,77172,18904,28904,28204,,,0,0
2013,6,California,Black,11263,2102,4550,4388,9859,1914,4017,3724,,,0,0
2013,6,California,Hispanic,113344,22168,45988,42901,106380,21136,43181,39956,,,0,0
2013,6,California,Total,337624,73428,131170,125993,299026,66720,116343,109756,152647,101415,0,0
2013,6,California,White,102852,21841,39617,39780,85026,18850,32859,32038,,,0,0
2014,6,California,Asian,88841,21235,32944,32709,79792,19487,29524,29011,,,0,0
2014,6,California,Black,12192,2322,5043,4482,10800,2139,4481,3858,,,0,0
2014,6,California,Hispanic,121818,24603,48429,45234,114519,23486,45475,42236,,,0,0
2014,6,California,Total,352519,78195,135092,128837,313365,71220,120013,112693,159124,105632,0,0
2014,6,California,White,103803,22811,39579,39031,86296,19813,32882,31556,,,0,0
2015,6,California,Asian,90189,22629,32434,33133,80456,20666,28862,29209,,,0,0
2015,6,California,Black,12377,2253,4945,4768,10929,2065,4363,4129,,,0,0
2015,6,California,Hispanic,129996,27332,50686,48133,122352,26116,47661,44977,,,0,0
2015,6,California,Total,370016,84797,140223,134022,328955,77348,124464,117321,168771,111974,0,0
2015,6,California,White,104420,23099,40294,38814,86907,20096,33477,31461,,,0,0
2016,6,California,Asian,89819,25394,32154,31032,80147,23162,28690,27286,,,0,0
2016,6,California,Black,10566,2222,4078,4077,9432,2050,3657,3550,,,0,0
2016,6,California,Hispanic,163834,38875,63960,58072,153650,36971,59926,54029,,,0,0
2016,6,California,Total,393916,97662,150098,138519,352031,89659,134023,121657,171017,114833,0,0
2016,6,California,White,103102,24352,39965,37334,85682,21329,33130,30042,,,0,0
2017,6,California,Asian,94301,25132,35660,31843,83933,22782,31794,27950,,,0,0
2017,6,California,Black,10783,2312,4308,3948,9649,2155,3849,3449,,,0,0
2017,6,California,Hispanic,174347,41390,68788,61115,163605,39416,64458,56925,,,0,0
2017,6,California,Total,411620,100144,160305,142589,368367,91724,143389,125651,178849,119820,0,0
2017,6,California,White,103591,24192,40600,37164,86318,21041,33852,30062,,,0,0
2018,6,California,Asian,96946,26465,34919,34287,86252,24100,31077,30123,,,0,0
2018,6,California,Black,10839,2421,4258,3932,9689,2251,3805,3427,,,0,0
2018,6,California,Hispanic,178149,43003,69910,62051,167204,41092,65665,57515,,,0,0
2018,6,California,Total,421141,105759,160669,146209,377158,97277,143917,128670,191215,127351,0,0
2018,6,California,White,102193,24846,39716,36239,85253,21709,33106,29409,,,0,0
2019,6,California,Asian,98339,28689,35164,33361,87689,26094,31395,29372,,,0,0
2019,6,California,Black,10742,2527,4235,3795,9674,2357,3807,3347,,,0,0
2019,6,California,Hispanic,180888,44894,70204,62627,170038,42805,66015,58326,,,0,0
2019,6,California,Total,423174,110611,160410,144647,379720,101662,144018,127609,190247,129291,0,0
2019,6,California,White,102110,25987,39436,35642,85276,22807,32970,28706,,,0,0
2000,8,Colorado,Total,,,,,,,,,7256,4762,0,0
2001,8,Colorado,Asian,749,73,297,364,678,70,269,324,,,0,0
2001,8,Colorado,Black,253,9,91,145,230,9,80,133,,,0,0
2001,8,Colorado,Hispanic,609,41,208,333,567,40,193,307,,,0,0
2001,8,Colorado,Total,12974,1063,4852,6746,11391,1004,4238,5874,7937,5217,0,0
2001,8,Colorado,White,10323,848,3889,5373,9031,801,3397,4650,,,0,0
2002,8,Colorado,Asian,846,98,320,415,793,96,301,384,,,0,0
2002,8,Colorado,Black,260,6,116,129,240,6,109,118,,,0,0
2002,8,Colorado,Hispanic,651,40,289,298,618,39,272,284,,,0,0
2002,8,Colorado,Total,14457,1293,5636,7215,13299,1242,5194,6579,8585,5582,0,0
2002,8,Colorado,White,11542,1052,4445,5830,10607,1009,4091,5312,,,0,0
2003,8,Colorado,Asian,906,118,384,378,850,116,360,351,,,0,0
2003,8,Colorado,Black,340,26,131,167,323,26,122,159,,,0,0
2003,8,Colorado,Hispanic,733,64,251,390,706,63,238,377,,,0,0
2003,8,Colorado,Total,16260,1585,6296,7885,15073,1526,5828,7265,9526,6220,0,0
2003,8,Colorado,White,12927,1239,5052,6286,11930,1188,4656,5769,,,0,0
2004,8,Colorado,Asian,1128,169,406,513,1055,163,382,473,,,0,0
2004,8,Colorado,Black,471,41,199,207,456,39,192,202,,,0,0
2004,8,Colorado,Hispanic,887,71,337,429,850,69,320,414,,,0,0
2004,8,Colorado,Total,18660,2072,7107,8678,17210,1976,6590,7912,10482,7254,0,0
2004,8,Colorado,White,14576,1617,5540,6844,13374,1542,5118,6197,,,0,0
2005,8,Colorado,Asian,1209,192,482,494,1136,187,456,459,,,0,0
2005,8,Colorado,Black,550,45,225,255,515,45,215,234,,,0,0
2005,8,Colorado,Hispanic,1125,112,436,529,1075,109,418,504,,,0,0
2005,8,Colorado,Total,20453,2606,7874,9233,18863,2488,7315,8460,11602,7526,0,0
2005,8,Colorado,White,15677,2029,6013,7136,14386,1930,5557,6502,,,0,0
2006,8,Colorado,Asian,1393,227,551,572,1330,220,526,545,,,0,0
2006,8,Colorado,Black,637,61,287,255,600,57,274,236,,,0,0
2006,8,Colorado,Hispanic,1928,222,745,868,1840,211,712,827,,,0,0
2006,8,Colorado,Total,22910,2937,9045,9813,21274,2815,8450,9010,12315,7753,0,0
2006,8,Colorado,White,17372,2217,6995,7561,16077,2126,6510,6897,,,0,0
2007,8,Colorado,Asian,1494,233,558,668,1416,229,528,626,,,0,0
2007,8,Colorado,Black,744,75,288,351,707,69,278,334,,,0,0
2007,8,Colorado,Hispanic,2362,298,916,1048,2258,288,878,997,,,0,0
2007,8,Colorado,Total,25395,3324,10029,11088,23629,3178,9343,10231,13753,8569,0,0
2007,8,Colorado,White,19389,2561,7676,8521,17963,2446,7114,7824,,,0,0
2008,8,Colorado,Asian,1614,309,626,642,1515,303,579,597,,,0,0
2008,8,Colorado,Black,859,132,338,347,815,125,322,329,,,0,0
2008,8,Colorado,Hispanic,2776,364,1138,1160,2645,353,1077,1107,,,0,0
2008,8,Colorado,Total,27756,4170,10770,11898,25798,4038,9958,10962,14777,9185,0,0
2008,8,Colorado,White,20968,3155,8090,9130,19421,3051,7463,8372,,,0,0
2009,8,Colorado,Asian,1770,327,663,739,1652,320,624,672,,,0,0
2009,8,Colorado,Black,982,147,389,413,947,143,378,393,,,0,0
2009,8,Colorado,Hispanic,3366,528,1380,1330,3228,523,1315,1270,,,0,0
2009,8,Colorado,Total,29486,4594,11536,12374,27525,4456,10772,11389,15498,9475,0,0
2009,8,Colorado,White,21535,3335,8468,9160,20008,3219,7869,8397,,,0,0
2010,8,Colorado,Asian,1999,487,702,767,1865,477,648,701,,,0,0
2010,8,Colorado,Black,1075,188,427,413,1025,182,408,391,,,0,0
2010,8,Colorado,Hispanic,3975,613,1546,1668,3819,601,1489,1589,,,0,0
2010,8,Colorado,Total,32693,6055,12204,13214,30464,5864,11305,12178,16740,10330,0,0
2010,8,Colorado,White,23562,4461,8808,9651,21812,4308,8098,8835,,,0,0
2011,8,Colorado,Asian,2196,588,796,766,2051,568,737,705,,,0,0
2011,8,Colorado,Black,1140,243,440,409,1082,239,417,381,,,0,0
2011,8,Colorado,Hispanic,4450,845,1730,1696,4287,820,1662,1637,,,0,0
2011,8,Colorado,Total,35127,7491,13032,13420,32772,7254,12069,12379,17303,10692,0,0
2011,8,Colorado,White,24887,5280,9186,9700,23053,5107,8441,8866,,,0,0
2012,8,Colorado,Asian,2491,685,869,904,2328,666,796,837,,,0,0
2012,8,Colorado,Black,1293,299,508,462,1232,292,483,436,,,0,0
2012,8,Colorado,Hispanic,4675,969,1824,1792,4490,948,1745,1713,,,0,0
2012,8,Colorado,Total,37438,8564,14111,14118,35057,8258,13162,13042,18358,11442,0,0
2012,8,Colorado,White,26042,5909,9845,9976,24254,5669,9147,9146,,,0,0
2013,8,Colorado,Asian,2936,873,1013,1017,2758,847,940,939,,,0,0
2013,8,Colorado,Black,1459,338,577,528,1405,331,556,504,,,0,0
2013,8,Colorado,Hispanic,5493,1215,2198,1997,5304,1187,2115,1921,,,0,0
2013,8,Colorado,Total,40590,10009,15274,14762,38273,9643,14326,13805,19446,12113,0,0
2013,8,Colorado,White,28279,6893,10594,10518,26506,6610,9867,9778,,,0,0
2014,8,Colorado,Asian,3176,951,1110,1061,2974,922,1020,983,,,0,0
2014,8,Colorado,Black,1686,413,641,585,1632,407,617,564,,,0,0
2014,8,Colorado,Hispanic,6813,1724,2564,2374,6621,1696,2489,2288,,,0,0
2014,8,Colorado,Total,44027,11394,16163,15482,41656,11036,15214,14483,20816,12944,0,0
2014,8,Colorado,White,29696,7553,10925,10645,27881,7269,10209,9878,,,0,0
2015,8,Colorado,Asian,3394,1014,1156,1156,3167,983,1074,1052,,,0,0
2015,8,Colorado,Black,1688,419,659,558,1626,412,630,533,,,0,0
2015,8,Colorado,Hispanic,7045,1759,2745,2384,6812,1722,2651,2285,,,0,0
2015,8,Colorado,Total,45633,11873,16955,15725,42963,11417,15899,14632,22218,13906,0,0
2015,8,Colorado,White,30184,7740,11164,10742,28204,7398,10379,9925,,,0,0
2016,8,Colorado,Asian,2908,971,958,945,2698,941,871,857,,,0,0
2016,8,Colorado,Black,1475,419,537,497,1437,417,519,481,,,0,0
2016,8,Colorado,Hispanic,9939,2733,3725,3333,9610,2669,3603,3193,,,0,0
2016,8,Colorado,Total,47505,13455,17213,16088,44731,12929,16172,14946,22628,14150,0,0
2016,8,Colorado,White,29757,8346,10795,10269,27728,7939,10039,9440,,,0,0
2017,8,Colorado,Asian,3105,1066,1019,960,2888,1024,943,864,,,0,0
2017,8,Colorado,Black,1603,495,594,468,1561,483,579,454,,,0,0
2017,8,Colorado,Hispanic,11359,3247,4294,3590,10973,3177,4141,3435,,,0,0
2017,8,Colorado,Total,51335,15040,18565,16503,48363,14418,17423,15350,22785,14572,0,0
2017,8,Colorado,White,31714,9131,11480,10452,29559,8668,10652,9626,,,0,0
2018,8,Colorado,Asian,3330,1230,1073,979,3111,1178,993,895,,,0,0
2018,8,Colorado,Black,1608,532,556,486,1551,520,533,464,,,0,0
2018,8,Colorado,Hispanic,11693,3408,4445,3619,11315,3344,4299,3457,,,0,0
2018,8,Colorado,Total,53220,16425,19239,16496,50208,15828,18041,15336,24463,15519,0,0
2018,8,Colorado,White,32823,10155,11919,10248,30643,9721,11049,9414,,,0,0
2019,8,Colorado,Asian,3511,1252,1180,1024,3288,1211,1092,930,,,0,0
2019,8,Colorado,Black,1509,521,544,404,1457,509,528,381,,,0,0
2019,8,Colorado,Hispanic,11757,3542,4343,3629,11361,3443,4210,3471,,,0,0
2019,8,Colorado,Total,53755,17146,18824,16722,50627,16528,17598,15482,25060,16304,0,0
2019,8,Colorado,White,33355,10660,11610,10615,31104,10239,10702,9716,,,0,0
2000,9,Connecticut,Total,,,,,,,,,5665,4034,0,0
2001,9,Connecticut,Asian,938,86,360,474,616,73,235,295,,,0,0
2001,9,Connecticut,Black,524,30,182,295,394,27,126,226,,,0,0
2001,9,Connecticut,Hispanic,276,25,91,153,234,22,70,136,,,0,0
2001,9,Connecticut,Total,13832,938,5348,7187,9981,710,3798,5215,6252,4496,0,0
2001,9,Connecticut,White,10738,722,4200,5565,7826,534,3034,4078,,,0,0
2002,9,Connecticut,Asian,986,90,386,496,661,72,251,326,,,0,0
2002,9,Connecticut,Black,595,23,216,339,469,20,166,269,,,0,0
2002,9,Connecticut,Hispanic,314,22,126,155,266,19,109,127,,,0,0
2002,9,Connecticut,Total,15078,929,5913,7830,11025,682,4277,5780,6790,5006,0,0
2002,9,Connecticut,White,11756,697,4642,6127,8665,497,3393,4572,,,0,0
2003,9,Connecticut,Asian,1064,88,431,517,689,62,280,327,,,0,0
2003,9,Connecticut,Black,668,24,278,347,535,23,219,278,,,0,0
2003,9,Connecticut,Hispanic,363,21,143,186,307,17,115,167,,,0,0
2003,9,Connecticut,Total,16110,1002,6467,8100,11813,741,4717,5941,7177,5238,0,0
2003,9,Connecticut,White,12551,758,5077,6319,9232,551,3727,4647,,,0,0
2004,9,Connecticut,Asian,1284,142,502,602,866,112,331,396,,,0,0
2004,9,Connecticut,Black,682,38,242,362,537,32,180,291,,,0,0
2004,9,Connecticut,Hispanic,369,31,130,191,311,23,111,162,,,0,0
2004,9,Connecticut,Total,17257,1201,6650,8699,12841,916,4959,6447,7914,6085,0,0
2004,9,Connecticut,White,13315,880,5162,6774,9949,664,3896,5029,,,0,0
2005,9,Connecticut,Asian,1387,153,548,652,937,111,380,416,,,0,0
2005,9,Connecticut,Black,752,54,264,403,579,45,201,308,,,0,0
2005,9,Connecticut,Hispanic,420,38,152,211,370,36,132,184,,,0,0
2005,9,Connecticut,Total,18733,1522,7304,9230,14243,1219,5513,6998,8932,6783,0,0
2005,9,Connecticut,White,14318,1095,5662,7077,10946,874,4300,5421,,,0,0
2006,9,Connecticut,Asian,1517,180,588,710,1054,129,402,496,,,0,0
2006,9,Connecticut,Black,872,60,315,467,717,51,266,373,,,0,0
2006,9,Connecticut,Hispanic,1136,120,378,581,957,110,313,485,,,0,0
2006,9,Connecticut,Total,19827,1585,7723,9620,15187,1290,5947,7347,9230,6809,0,0
2006,9,Connecticut,White,14775,1125,5949,7224,11392,921,4597,5512,,,0,0
2007,9,Connecticut,Asian,1674,234,648,747,1140,161,439,506,,,0,0
2007,9,Connecticut,Black,997,53,373,522,842,42,309,447,,,0,0
2007,9,Connecticut,Hispanic,1259,116,503,562,1074,93,432,479,,,0,0
2007,9,Connecticut,Total,21389,1727,8413,10396,16505,1335,6451,8051,9819,7089,0,0
2007,9,Connecticut,White,16002,1205,6332,7929,12385,940,4898,6130,,,0,0
2008,9,Connecticut,Asian,1830,259,697,828,1239,170,473,559,,,0,0
2008,9,Connecticut,Black,1010,76,368,523,846,69,307,428,,,0,0
2008,9,Connecticut,Hispanic,1376,126,472,725,1155,107,372,627,,,0,0
2008,9,Connecticut,Total,22322,1790,8599,11145,17308,1411,6590,8686,10626,7658,0,0
2008,9,Connecticut,White,16758,1240,6587,8416,13120,1002,5103,6605,,,0,0
2009,9,Connecticut,Asian,2015,264,822,881,1376,176,565,600,,,0,0
2009,9,Connecticut,Black,1046,79,367,554,842,68,292,440,,,0,0
2009,9,Connecticut,Hispanic,1467,164,486,744,1211,143,400,607,,,0,0
2009,9,Connecticut,Total,23445,2001,8863,11736,18123,1597,6774,9088,11186,8017,0,0
2009,9,Connecticut,White,17429,1383,6715,8829,13609,1121,5186,6900,,,0,0
2010,9,Connecticut,Asian,2231,285,854,1040,1503,188,551,725,,,0,0
2010,9,Connecticut,Black,1262,65,472,662,1041,55,392,540,,,0,0
2010,9,Connecticut,Hispanic,1660,138,614,833,1417,107,526,719,,,0,0
2010,9,Connecticut,Total,25646,2101,9855,12677,20098,1669,7711,9902,11952,8629,0,0
2010,9,Connecticut,White,18720,1502,7320,9335,14787,1231,5805,7307,,,0,0
2011,9,Connecticut,Asian,2502,421,960,1071,1627,297,614,678,,,0,0
2011,9,Connecticut,Black,1391,70,509,751,1145,59,414,619,,,0,0
2011,9,Connecticut,Hispanic,1992,171,734,1003,1697,136,601,885,,,0,0
2011,9,Connecticut,Total,27280,2638,10260,13463,21434,2174,7898,10601,12906,9270,0,0
2011,9,Connecticut,White,19685,1831,7446,9816,15662,1557,5828,7785,,,0,0
2012,9,Connecticut,Asian,2748,440,1107,1164,1837,297,739,781,,,0,0
2012,9,Connecticut,Black,1439,134,531,742,1179,120,418,615,,,0,0
2012,9,Connecticut,Hispanic,2184,202,851,1089,1884,182,731,934,,,0,0
2012,9,Connecticut,Total,29397,3127,11545,14245,23340,2583,9121,11283,13332,9685,0,0
2012,9,Connecticut,White,20924,2127,8277,10260,16799,1794,6639,8175,,,0,0
2013,9,Connecticut,Asian,3093,552,1164,1335,2113,393,790,898,,,0,0
2013,9,Connecticut,Black,1679,147,676,814,1366,128,540,661,,,0,0
2013,9,Connecticut,Hispanic,2482,280,948,1201,2118,246,772,1050,,,0,0
2013,9,Connecticut,Total,30829,3586,12086,14617,24521,2937,9533,11605,14019,10432,0,0
2013,9,Connecticut,White,22268,2418,8763,10723,17949,2020,7045,8587,,,0,0
2014,9,Connecticut,Asian,3292,587,1278,1372,2273,432,873,922,,,0,0
2014,9,Connecticut,Black,1924,221,734,926,1609,198,603,770,,,0,0
2014,9,Connecticut,Hispanic,2802,320,1003,1408,2409,295,857,1193,,,0,0
2014,9,Connecticut,Total,32101,3974,12334,15056,25553,3300,9746,11878,14737,10841,0,0
2014,9,Connecticut,White,22762,2633,8816,10807,18262,2197,7031,8603,,,0,0
2015,9,Connecticut,Asian,3587,677,1375,1467,2454,488,944,978,,,0,0
2015,9,Connecticut,Black,2062,242,784,983,1719,222,656,794,,,0,0
2015,9,Connecticut,Hispanic,2864,332,1104,1354,2493,307,934,1188,,,0,0
2015,9,Connecticut,Total,33783,4540,13031,15380,27101,3818,10407,12204,15167,10918,0,0
2015,9,Connecticut,White,23222,2953,8980,10806,18801,2520,7234,8652,,,0,0
2016,9,Connecticut,Asian,3550,747,1329,1438,2437,537,898,983,,,0,0
2016,9,Connecticut,Black,1855,247,742,842,1569,233,614,704,,,0,0
2016,9,Connecticut,Hispanic,4045,529,1570,1902,3514,477,1362,1638,,,0,0
2016,9,Connecticut,Total,34222,4559,13541,15685,27525,3805,10880,12520,15505,11093,0,0
2016,9,Connecticut,White,22950,2767,9187,10726,18563,2338,7444,8581,,,0,0
2017,9,Connecticut,Asian,3808,827,1475,1461,2626,587,1025,986,,,0,0
2017,9,Connecticut,Black,1988,282,752,912,1747,264,650,799,,,0,0
2017,9,Connecticut,Hispanic,4430,640,1672,2046,3915,583,1474,1790,,,0,0
2017,9,Connecticut,Total,35609,5291,13808,15990,29042,4491,11183,12942,15802,11434,0,0
2017,9,Connecticut,White,23552,3240,9184,10833,19297,2794,7484,8771,,,0,0
2018,9,Connecticut,Asian,4083,939,1515,1578,2828,684,1005,1110,,,0,0
2018,9,Connecticut,Black,2139,343,779,943,1905,320,690,829,,,0,0
2018,9,Connecticut,Hispanic,4874,716,1901,2152,4358,657,1689,1914,,,0,0
